Vocabulary,Segmented Vocabulary,Telex Combination
anh nuôi,anh_nuôi,anh_nuooi
anh quân,anh_quân,anh_quaan
anh rể,anh_rể,anh_reer
anh ruột,anh_ruột,anh_ruoojt
anh sơn,anh_sơn,anh_sown
anh tài,anh_tài,anh_tafi
anh-te,anh-te,anh-te
anh-te-phôn,anh-te-phôn,anh-te-phoon
anh-te-ruýp-tơ,anh-te-ruýp-tơ,anh-te-ruysp-tow
anh thư,anh_thư,anh_thuw
anh trai,anh_trai,anh_trai
anh tú,anh_tú,anh_tus
anh tuấn,anh_tuấn,anh_tuaasn
anh túc,anh_túc,anh_tusc
anh túc xác,anh_túc_xác,anh_tusc_xasc
anh tử túc,anh_tử_túc,anh_tuwr_tusc
anh văn,anh_văn,anh_vawn
anh văn,anh_văn,anh_vawn
anh vũ,anh_vũ,anh_vux
anh yến,anh_yến,anh_yeesn
ành ạch,ành_ạch,afnh_ajch
ành ành,ành_ành,afnh_afnh
ảnh,ảnh,arnh
ảnh ảo,ảnh_ảo,arnh_aro
ảnh âm,ảnh_âm,arnh_aam
ảnh ẩn,ảnh_ẩn,arnh_aarn
ảnh dương,ảnh_dương,arnh_duwowng
ảnh ẹ,ảnh_ẹ,arnh_ej
ảnh hưởng,ảnh_hưởng,arnh_huwowrng
ảnh kế,ảnh_kế,arnh_kees
ảnh phổ,ảnh_phổ,arnh_phoor
ảnh thật,ảnh_thật,arnh_thaajt
ánh,ánh,asnh
ánh hồng,ánh_hồng,asnh_hoofng
ánh kim,ánh_kim,asnh_kim
ánh mắt,ánh_mắt,asnh_mawst
ánh ỏi,ánh_ỏi,asnh_ori
ánh sáng,ánh_sáng,asnh_sasng
ánh sáng lạnh,ánh_sáng_lạnh,asnh_sasng_lajnh
ánh sáng phân cực,ánh_sáng_phân_cực,asnh_sasng_phaan_cuwjc
ánh sáng trắng,ánh_sáng_trắng,asnh_sasng_trawsng
ánh thép,ánh_thép,asnh_thesp
ánh xạ,ánh_xạ,asnh_xaj
anmanac,anmanac,anmanac
anod,anod,anod
anofen,anofen,anofen
anot,anot,anot
anpha,anpha,anpha
anten,anten,anten
anthracit,anthracit,anthracit
antimon,antimon,antimon
antipirin,antipirin,antipirin
antraxit,antraxit,antraxit
anzus,anzus,anzus
ao,ao,ao
ao ảo,ao_ảo,ao_aro
ao chuôm,ao_chuôm,ao_chuoom
"ao có bờ, sông có bến","ao_có_bờ,_sông_có_bến","ao_cos_bowf,_soong_cos_beesn"
ao hồ,ao_hồ,ao_hoof
"ao không cá, đá không màu","ao_không_cá,_đá_không_màu","ao_khoong_cas,_ddas_khoong_mafu"
ao liền ruộng cả,ao_liền_ruộng_cả,ao_lieefn_ruoojng_car
ao sâu nước cả,ao_sâu_nước_cả,ao_saau_nuwowsc_car
ao sâu tốt cá,ao_sâu_tốt_cá,ao_saau_toost_cas
ao tù,ao_tù,ao_tuf
ao tù nước đọng,ao_tù_nước_đọng,ao_tuf_nuwowsc_ddojng
ao ước,ao_ước,ao_uwowsc
ao-xơ,ao-xơ,ao-xow
ào,ào,afo
ào ào,ào_ào,afo_afo
ào ào chó,ào_ào_chó,afo_afo_chos
ào ào như ong vỡ tổ,ào_ào_như_ong_vỡ_tổ,afo_afo_nhuw_ong_vowx_toor
ào ào như thác lũ,ào_ào_như_thác_lũ,afo_afo_nhuw_thasc_lux
ào ạt,ào_ạt,afo_ajt
ảo,ảo,aro
ảo ảnh,ảo_ảnh,aro_arnh
ảo cảnh,ảo_cảnh,aro_carnh
ảo đăng,ảo_đăng,aro_ddawng
ảo giác,ảo_giác,aro_giasc
ảo hóa,ảo_hóa,aro_hosa
ảo hoá,ảo_hoá,aro_hoas
ảo mộng,ảo_mộng,aro_moojng
ảo não,ảo_não,aro_naxo
ảo thị,ảo_thị,aro_thij
ảo thuật,ảo_thuật,aro_thuaajt
ảo tưởng,ảo_tưởng,aro_tuwowrng
ảo tượng,ảo_tượng,aro_tuwowjng
ảo vọng,ảo_vọng,aro_vojng
áo,áo,aso
áo ấm,áo_ấm,aso_aasm
áo ấm cơm no,áo_ấm_cơm_no,aso_aasm_cowm_no
áo ba-đờ-xuy,áo_ba-đờ-xuy,aso_ba-ddowf-xuy
áo ba lỗ,áo_ba_lỗ,aso_ba_loox
áo bà ba,áo_bà_ba,aso_baf_ba
áo bả,áo_bả,aso_bar
áo bành-tô,áo_bành-tô,aso_bafnh-too
áo bành tô,áo_bành_tô,aso_bafnh_too
áo bao,áo_bao,aso_bao
áo bào,áo_bào,aso_bafo
áo bào gặp ngày hội,áo_bào_gặp_ngày_hội,aso_bafo_gawjp_ngafy_hooji
áo bào tử,áo_bào_tử,aso_bafo_tuwr
áo bay,áo_bay,aso_bay
áo bìa,áo_bìa,aso_bifa
áo blu-dông,áo_blu-dông,aso_blu-doong
áo blu-dơ,áo_blu-dơ,aso_blu-dow
áo bò,áo_bò,aso_bof
áo bó,áo_bó,aso_bos
áo bốn túi,áo_bốn_túi,aso_boosn_tusi
áo bông,áo_bông,aso_boong
áo bơ-lu-dông,áo_bơ-lu-dông,aso_bow-lu-doong
áo bờ-lu,áo_bờ-lu,aso_bowf-lu
áo bờ-lu-dông,áo_bờ-lu-dông,aso_bowf-lu-doong
"áo buông chùng, quần đóng gót","áo_buông_chùng,_quần_đóng_gót","aso_buoong_chufng,_quaafn_ddosng_gost"
"áo buông chùng, quần lá tọa","áo_buông_chùng,_quần_lá_tọa","aso_buoong_chufng,_quaafn_las_toja"
áo cà sa,áo_cà_sa,aso_caf_sa
áo cánh,áo_cánh,aso_casnh
áo cánh tiên,áo_cánh_tiên,aso_casnh_tieen
áo cặp,áo_cặp,aso_cawjp
áo cẩm bào,áo_cẩm_bào,aso_caarm_bafo
áo cầu,áo_cầu,aso_caafu
áo chàm,áo_chàm,aso_chafm
áo chẽn,áo_chẽn,aso_chexn
áo chét,áo_chét,aso_chest
áo chẹt,áo_chẹt,aso_chejt
áo choàng,áo_choàng,aso_choafng
áo cổ lọ,áo_cổ_lọ,aso_coor_loj
áo cộc,áo_cộc,aso_coojc
áo cộc quần manh,áo_cộc_quần_manh,aso_coojc_quaafn_manh
áo cối,áo_cối,aso_coosi
áo cơm,áo_cơm,aso_cowm
áo cụt,áo_cụt,aso_cujt
"áo cứ chàng, làng cứ xã","áo_cứ_chàng,_làng_cứ_xã","aso_cuws_chafng,_lafng_cuws_xax"
áo cưới,áo_cưới,aso_cuwowsi
áo dài,áo_dài,aso_dafi
áo dài chớ ngại quần thưa,áo_dài_chớ_ngại_quần_thưa,aso_dafi_chows_ngaji_quaafn_thuwa
áo dài đai rộng,áo_dài_đai_rộng,aso_dafi_ddai_roojng
áo dài khăn đóng,áo_dài_khăn_đóng,aso_dafi_khawn_ddosng
áo dài khăn lượt,áo_dài_khăn_lượt,aso_dafi_khawn_luwowjt
áo dài khăn xếp,áo_dài_khăn_xếp,aso_dafi_khawn_xeesp
áo dày cơm nặng,áo_dày_cơm_nặng,aso_dafy_cowm_nawjng
áo dấu,áo_dấu,aso_daasu
áo đại cán,áo_đại_cán,aso_ddaji_casn
áo đỏ quần điều,áo_đỏ_quần_điều,aso_ddor_quaafn_ddieefu
áo đổi vai,áo_đổi_vai,aso_ddoori_vai
áo đơn,áo_đơn,aso_ddown
áo đơn đợi hè,áo_đơn_đợi_hè,aso_ddown_ddowji_hef
áo đơn lồng áo kép,áo_đơn_lồng_áo_kép,aso_ddown_loofng_aso_kesp
áo gai,áo_gai,aso_gai
áo gai giày cỏ,áo_gai_giày_cỏ,aso_gai_giafy_cor
áo gấm,áo_gấm,aso_gaasm
áo gấm đai vàng,áo_gấm_đai_vàng,aso_gaasm_ddai_vafng
áo gấm đi đêm,áo_gấm_đi_đêm,aso_gaasm_ddi_ddeem
áo gấm mặc ngày,áo_gấm_mặc_ngày,aso_gaasm_mawjc_ngafy
áo gấm về làng,áo_gấm_về_làng,aso_gaasm_veef_lafng
áo gấm về quê,áo_gấm_về_quê,aso_gaasm_veef_quee
áo gi-lê,áo_gi-lê,aso_gi-lee
áo gia-két,áo_gia-két,aso_gia-kest
áo giáp,áo_giáp,aso_giasp
áo giáp rơm,áo_giáp_rơm,aso_giasp_rowm
áo gió,áo_gió,aso_gios
áo gối,áo_gối,aso_goosi
áo hạt,áo_hạt,aso_hajt
áo hoàng bào,áo_hoàng_bào,aso_hoafng_bafo
áo kén,áo_kén,aso_kesn
áo kép,áo_kép,aso_kesp
áo khách,áo_khách,aso_khasch
áo khỉ,áo_khỉ,aso_khir
áo khoác,áo_khoác,aso_khoasc
áo ki-mô-nô,áo_ki-mô-nô,aso_ki-moo-noo
áo lá,áo_lá,aso_las
áo lạnh,áo_lạnh,aso_lajnh
áo lặn,áo_lặn,aso_lawjn
áo len,áo_len,aso_len
áo lễ,áo_lễ,aso_leex
áo lót,áo_lót,aso_lost
áo lót mình,áo_lót_mình,aso_lost_mifnh
áo lọt lòng,áo_lọt_lòng,aso_lojt_lofng
áo lông,áo_lông,aso_loong
áo lụa quần hồng,áo_lụa_quần_hồng,aso_luja_quaafn_hoofng
áo lương,áo_lương,aso_luwowng
áo lượt quần là,áo_lượt_quần_là,aso_luwowjt_quaafn_laf
áo mảnh quần manh,áo_mảnh_quần_manh,aso_marnh_quaafn_manh
áo mão,áo_mão,aso_maxo
áo may-ô,áo_may-ô,aso_may-oo
áo may ô,áo_may_ô,aso_may_oo
áo mặc qua đầu,áo_mặc_qua_đầu,aso_mawjc_qua_ddaafu
áo măng-tô,áo_măng-tô,aso_mawng-too
áo mồi,áo_mồi,aso_moofi
áo mớ,áo_mớ,aso_mows
áo mưa,áo_mưa,aso_muwa
áo não,áo_não,aso_naxo
áo năm thân,áo_năm_thân,aso_nawm_thaan
áo nậu,áo_nậu,aso_naaju
áo nẹp,áo_nẹp,aso_nejp
áo ngắn giũ chẳng nên dài,áo_ngắn_giũ_chẳng_nên_dài,aso_ngawsn_giux_chawrng_neen_dafi
áo ngự,áo_ngự,aso_nguwj
áo nhộng,áo_nhộng,aso_nhoojng
áo nịt,áo_nịt,aso_nijt
áo nước,áo_nước,aso_nuwowsc
áo ôm khố rách,áo_ôm_khố_rách,aso_oom_khoos_rasch
áo phao,áo_phao,aso_phao
áo phông,áo_phông,aso_phoong
áo quan,áo_quan,aso_quan
áo quần,áo_quần,aso_quaafn
áo rách khố ôm,áo_rách_khố_ôm,aso_rasch_khoos_oom
áo rách quần manh,áo_rách_quần_manh,aso_rasch_quaafn_manh
áo rách vẫn giữ lấy tràng,áo_rách_vẫn_giữ_lấy_tràng,aso_rasch_vaaxn_giuwx_laasy_trafng
áo rét,áo_rét,aso_rest
áo rộng,áo_rộng,aso_roojng
áo song khai,áo_song_khai,aso_song_khai
áo sô,áo_sô,aso_soo
áo sổ gấu,áo_sổ_gấu,aso_soor_gaasu
áo sơ mi,áo_sơ_mi,aso_sow_mi
áo sơ-mi,áo_sơ-mi,aso_sow-mi
áo tang,áo_tang,aso_tang
áo tắm,áo_tắm,aso_tawsm
áo tế,áo_tế,aso_tees
áo thầy tu,áo_thầy_tu,aso_thaafy_tu
áo thô giày cỏ,áo_thô_giày_cỏ,aso_thoo_giafy_cor
áo thun,áo_thun,aso_thun
áo thun lá,áo_thun_lá,aso_thun_las
áo thùng,áo_thùng,aso_thufng
áo thụng,áo_thụng,aso_thujng
áo ti-cô,áo_ti-cô,aso_ti-coo
áo tơi,áo_tơi,aso_towi
áo tơì,áo_tơì,aso_towif
áo trào,áo_trào,aso_trafo
áo trấn thủ,áo_trấn_thủ,aso_traasn_thur
áo tứ thân,áo_tứ_thân,aso_tuws_thaan
áo vàng,áo_vàng,aso_vafng
áo vét,áo_vét,aso_vest
áo vét-tông,áo_vét-tông,aso_vest-toong
áo vệ sinh,áo_vệ_sinh,aso_veej_sinh
áo xanh,áo_xanh,aso_xanh
áo xanh ***,áo_xanh_***,aso_xanh_***
áo xiêm,áo_xiêm,aso_xieem
áo xmô-kinh,áo_xmô-kinh,aso_xmoo-kinh
áo xổ gấu,áo_xổ_gấu,aso_xoor_gaasu
áo xống,áo_xống,aso_xoosng
áo xpen-xe,áo_xpen-xe,aso_xpen-xe
ạo ực,ạo_ực,ajo_uwjc
áp,áp,asp
áp bách,áp_bách,asp_basch
áp bức,áp_bức,asp_buwsc
áp chảo,áp_chảo,asp_charo
áp chế,áp_chế,asp_chees
áp chót,áp_chót,asp_chost
áp dẫn,áp_dẫn,asp_daaxn
áp dụng,áp_dụng,asp_dujng
áp đảo,áp_đảo,asp_ddaro
áp đặt,áp_đặt,asp_ddawjt
áp điện,áp_điện,asp_ddieejn
áp điệu,áp_điệu,asp_ddieeju
áp-ga-ni,áp-ga-ni,asp-ga-ni
áp giá,áp_giá,asp_gias
áp giải,áp_giải,asp_giari
áp huyết,áp_huyết,asp_huyeest
áp kế,áp_kế,asp_kees
áp kí,áp_kí,asp_kis
áp lực,áp_lực,asp_luwjc
áp-phe,áp-phe,asp-phe
áp phe,áp_phe,asp_phe
áp-phích,áp-phích,asp-phisch
áp phích,áp_phích,asp_phisch
áp phục,áp_phục,asp_phujc
áp sát,áp_sát,asp_sast
áp suất,áp_suất,asp_suaast
áp suất khí quyển,áp_suất_khí_quyển,asp_suaast_khis_quyeern
áp suất không khí,áp_suất_không_khí,asp_suaast_khoong_khis
áp suất nhiệt đới,áp_suất_nhiệt_đới,asp_suaast_nhieejt_ddowsi
áp suất thuỷ lực,áp_suất_thuỷ_lực,asp_suaast_thuyr_luwjc
áp suất thuỷ tĩnh,áp_suất_thuỷ_tĩnh,asp_suaast_thuyr_tixnh
áp suất tiêu chuẩn,áp_suất_tiêu_chuẩn,asp_suaast_tieeu_chuaarn
áp suất tới hạn,áp_suất_tới_hạn,asp_suaast_towsi_hajn
áp tải,áp_tải,asp_tari
áp thấp,áp_thấp,asp_thaasp
áp thấp nhiệt đới,áp_thấp_nhiệt_đới,asp_thaasp_nhieejt_ddowsi
áp tới,áp_tới,asp_towsi
áp út,áp_út,asp_ust
áp-xe,áp-xe,asp-xe
apacthai,apacthai,apacthai
apatit,apatit,apatit
apphe,apphe,apphe
apphich,apphich,apphich
apxe,apxe,apxe
ar,ar,ar
arbit hối đoái,arbit_hối_đoái,arbit_hoosi_ddoasi
armonica,armonica,armonica
arsenic,arsenic,arsenic
artel nông nghiệp,artel_nông_nghiệp,artel_noong_nghieejp
as,as,as
asean,asean,asean
asen,asen,asen
asphalt,asphalt,asphalt
aspirin,aspirin,aspirin
át,át,ast
át chủ bài,át_chủ_bài,ast_chur_bafi
át-lát,át-lát,ast-last
át lát,át_lát,ast_last
át-mốt-phe,át-mốt-phe,ast-moost-phe
át-phan,át-phan,ast-phan
át pi-rin,át_pi-rin,ast_pi-rin
át-pi-rin,át-pi-rin,ast-pi-rin
át-xít,át-xít,ast-xist
atk,atk,atk
atlas,atlas,atlas
atmosphe,atmosphe,atmosphe
atropin,atropin,atropin
au,au,au
au,au,au
au au,au_au,au_au
au-xơ,au-xơ,au-xow
automat,automat,automat
axetilen,axetilen,axetilen
axeton,axeton,axeton
axit,axit,axit
axit amin,axit_amin,axit_amin
axit axetic,axit_axetic,axit_axetic
axit cacbonic,axit_cacbonic,axit_cacbonic
axit clohiđric,axit_clohiđric,axit_clohiddric
axit nitric,axit_nitric,axit_nitric
axit sunfuric,axit_sunfuric,axit_sunfuric
ay áy,ay_áy,ay_asy
áy,áy,asy
áy náy,áy_náy,asy_nasy
ayun,ayun,ayun
ayun pa,ayun_pa,ayun_pa
azot,azot,azot
"ă,ă","ă,ă","aw,aw"
ă,ă,aw
ắc,ắc,awsc
ắc-coóc,ắc-coóc,awsc-coosc
ắc-coóc đê-ông,ắc-coóc_đê-ông,awsc-coosc_ddee-oong
ắc-coóc-đê-ông,ắc-coóc-đê-ông,awsc-coosc-ddee-oong
ắc-ê,ắc-ê,awsc-ee
ắc ô,ắc_ô,awsc_oo
ắc-qui,ắc-qui,awsc-qui
ắc-quy,ắc-quy,awsc-quy
ắc,ắc,awsc
ắc ứ,ắc_ứ,awsc_uws
ắc-xi-đăng,ắc-xi-đăng,awsc-xi-ddawng
ặc,ặc,awjc
ặc ặc,ặc_ặc,awjc_awjc
ăccoóc,ăccoóc,awccoosc
ăccoócđêông,ăccoócđêông,awccooscddeeoong
ăcquy,ăcquy,awcquy
ăm ắp,ăm_ắp,awm_awsp
ăm-bờ-ra-da,ăm-bờ-ra-da,awm-bowf-ra-da
ăm-pe,ăm-pe,awm-pe
ăm-pun,ăm-pun,awm-pun
ẵm,ẵm,awxm
ẵm bế,ẵm_bế,awxm_bees
ẵm nách,ẵm_nách,awxm_nasch
ẵm nách,ẵm_nách,awxm_nasch
ẵm ngửa,ẵm_ngửa,awxm_nguwra
ăn,ăn,awn
ăn ảnh,ăn_ảnh,awn_arnh
ăn bám,ăn_bám,awn_basm
ăn báo,ăn_báo,awn_baso
ăn báo cô,ăn_báo_cô,awn_baso_coo
ăn bắc mặc kinh,ăn_bắc_mặc_kinh,awn_bawsc_mawjc_kinh
ăn bằng nói chắc,ăn_bằng_nói_chắc,awn_bawfng_nosi_chawsc
ăn bẫm,ăn_bẫm,awn_baaxm
ăn bẩn,ăn_bẩn,awn_baarn
ăn bận,ăn_bận,awn_baajn
ăn bây,ăn_bây,awn_baay
ăn bậy,ăn_bậy,awn_baajy
ăn bậy nói càn,ăn_bậy_nói_càn,awn_baajy_nosi_cafn
ăn bẻo,ăn_bẻo,awn_bero
ăn bẻo ăn xén,ăn_bẻo_ăn_xén,awn_bero_awn_xesn
ăn bĩnh,ăn_bĩnh,awn_bixnh
ăn bòn,ăn_bòn,awn_bofn
ăn bòn ăn mót,ăn_bòn_ăn_mót,awn_bofn_awn_most
ăn bóng nói gió,ăn_bóng_nói_gió,awn_bosng_nosi_gios
ăn boóng,ăn_boóng,awn_boosng
ăn bốc,ăn_bốc,awn_boosc
ăn bốc đái đứng,ăn_bốc_đái_đứng,awn_boosc_ddasi_dduwsng
ăn bơ làm biếng,ăn_bơ_làm_biếng,awn_bow_lafm_bieesng
ăn bờ ở bụi,ăn_bờ_ở_bụi,awn_bowf_owr_buji
ăn bớt,ăn_bớt,awn_bowst
ăn bớt ăn xén,ăn_bớt_ăn_xén,awn_bowst_awn_xesn
ăn bớt ăn xớ,ăn_bớt_ăn_xớ,awn_bowst_awn_xows
ăn bùn,ăn_bùn,awn_bufn
ăn bửa,ăn_bửa,awn_buwra
"ăn bữa hôm, lo bữa mai","ăn_bữa_hôm,_lo_bữa_mai","awn_buwxa_hoom,_lo_buwxa_mai"
ăn bữa hôm lo bữa mai,ăn_bữa_hôm_lo_bữa_mai,awn_buwxa_hoom_lo_buwxa_mai
"ăn bữa nay, lo bữa mai","ăn_bữa_nay,_lo_bữa_mai","awn_buwxa_nay,_lo_buwxa_mai"
"ăn bữa sáng, lần bữa tối","ăn_bữa_sáng,_lần_bữa_tối","awn_buwxa_sasng,_laafn_buwxa_toosi"
ăn bữa sáng lần bữa tối,ăn_bữa_sáng_lần_bữa_tối,awn_buwxa_sasng_laafn_buwxa_toosi
"ăn bữa trưa, lo bữa tối","ăn_bữa_trưa,_lo_bữa_tối","awn_buwxa_truwa,_lo_buwxa_toosi"
ăn cá,ăn_cá,awn_cas
ăn cá bỏ lờ,ăn_cá_bỏ_lờ,awn_cas_bor_lowf
ăn cám,ăn_cám,awn_casm
ăn cám sú,ăn_cám_sú,awn_casm_sus
ăn cám trả vàng,ăn_cám_trả_vàng,awn_casm_trar_vafng
ăn càn nói bậy,ăn_càn_nói_bậy,awn_cafn_nosi_baajy
ăn càn ở rỡ,ăn_càn_ở_rỡ,awn_cafn_owr_rowx
ăn canh cả cặn,ăn_canh_cả_cặn,awn_canh_car_cawjn
ăn cánh,ăn_cánh,awn_casnh
ăn cạnh nằm kề,ăn_cạnh_nằm_kề,awn_cajnh_nawfm_keef
ăn cay nuốt đắng,ăn_cay_nuốt_đắng,awn_cay_nuoost_ddawsng
ăn cáy bưng tai,ăn_cáy_bưng_tai,awn_casy_buwng_tai
ăn cắp,ăn_cắp,awn_cawsp
ăn cắp ăn nảy,ăn_cắp_ăn_nảy,awn_cawsp_awn_nary
ăn cắp giật,ăn_cắp_giật,awn_cawsp_giaajt
ăn cắp như ranh,ăn_cắp_như_ranh,awn_cawsp_nhuw_ranh
ăn cần ở kiệm,ăn_cần_ở_kiệm,awn_caafn_owr_kieejm
ăn cận nằm kề,ăn_cận_nằm_kề,awn_caajn_nawfm_keef
ăn cận ngồi kề,ăn_cận_ngồi_kề,awn_caajn_ngoofi_keef
ăn câu,ăn_câu,awn_caau
ăn cây nào rào cây ấy,ăn_cây_nào_rào_cây_ấy,awn_caay_nafo_rafo_caay_aasy
ăn cháo đá bát,ăn_cháo_đá_bát,awn_chaso_ddas_bast
ăn cháo đái bát,ăn_cháo_đái_bát,awn_chaso_ddasi_bast
ăn cháo để gạo cho vay,ăn_cháo_để_gạo_cho_vay,awn_chaso_ddeer_gajo_cho_vay
ăn cháo lá đa,ăn_cháo_lá_đa,awn_chaso_las_dda
ăn cháo thí,ăn_cháo_thí,awn_chaso_this
ăn chay,ăn_chay,awn_chay
ăn chay nằm đất,ăn_chay_nằm_đất,awn_chay_nawfm_ddaast
ăn chay nằm mộng,ăn_chay_nằm_mộng,awn_chay_nawfm_moojng
ăn chay niệm phật,ăn_chay_niệm_phật,awn_chay_nieejm_phaajt
ăn chắc,ăn_chắc,awn_chawsc
ăn chắc mặc bền,ăn_chắc_mặc_bền,awn_chawsc_mawjc_beefn
ăn chặn,ăn_chặn,awn_chawjn
ăn chặn cả cơm chim,ăn_chặn_cả_cơm_chim,awn_chawjn_car_cowm_chim
ăn chằng,ăn_chằng,awn_chawfng
ăn chẳng bén mùi,ăn_chẳng_bén_mùi,awn_chawrng_besn_mufi
ăn chẳng bõ dính răng,ăn_chẳng_bõ_dính_răng,awn_chawrng_box_disnh_rawng
ăn chẳng bõ nhả,ăn_chẳng_bõ_nhả,awn_chawrng_box_nhar
"ăn chẳng nên đọi, nói chẳng nên lời","ăn_chẳng_nên_đọi,_nói_chẳng_nên_lời","awn_chawrng_neen_ddoji,_nosi_chawrng_neen_lowfi"
"ăn chẳng no, khó đến mình","ăn_chẳng_no,_khó_đến_mình","awn_chawrng_no,_khos_ddeesn_mifnh"
ăn chắt để dành,ăn_chắt_để_dành,awn_chawst_ddeer_dafnh
ăn ché,ăn_ché,awn_ches
ăn chẹn,ăn_chẹn,awn_chejn
ăn chẹt,ăn_chẹt,awn_chejt
ăn chia,ăn_chia,awn_chia
ăn chỉa,ăn_chỉa,awn_chira
ăn chịu,ăn_chịu,awn_chiju
"ăn cho đều, kêu cho sòng","ăn_cho_đều,_kêu_cho_sòng","awn_cho_ddeefu,_keeu_cho_sofng"
"ăn cho đều, tiêu cho sòng","ăn_cho_đều,_tiêu_cho_sòng","awn_cho_ddeefu,_tieeu_cho_sofng"
ăn cho sướng miệng,ăn_cho_sướng_miệng,awn_cho_suwowsng_mieejng
ăn chó cả lông,ăn_chó_cả_lông,awn_chos_car_loong
ăn chõm,ăn_chõm,awn_choxm
"ăn chọn nơi, chơi chọn bạn","ăn_chọn_nơi,_chơi_chọn_bạn","awn_chojn_nowi,_chowi_chojn_bajn"
ăn chờ nằm chực,ăn_chờ_nằm_chực,awn_chowf_nawfm_chuwjc
ăn chơi,ăn_chơi,awn_chowi
ăn chung,ăn_chung,awn_chung
ăn chung đổ lộn,ăn_chung_đổ_lộn,awn_chung_ddoor_loojn
ăn chung mủng riêng,ăn_chung_mủng_riêng,awn_chung_murng_rieeng
ăn chung ở chạ,ăn_chung_ở_chạ,awn_chung_owr_chaj
ăn chung ở đụng,ăn_chung_ở_đụng,awn_chung_owr_ddujng
ăn chung ở lộn,ăn_chung_ở_lộn,awn_chung_owr_loojn
ăn chùng,ăn_chùng,awn_chufng
ăn chùng nói vụng,ăn_chùng_nói_vụng,awn_chufng_nosi_vujng
"ăn chưa nên đọi, nói chưa nên lời","ăn_chưa_nên_đọi,_nói_chưa_nên_lời","awn_chuwa_neen_ddoji,_nosi_chuwa_neen_lowfi"
"ăn chưa no, lo chưa chín","ăn_chưa_no,_lo_chưa_chín","awn_chuwa_no,_lo_chuwa_chisn"
"ăn chưa no, lo chưa đến","ăn_chưa_no,_lo_chưa_đến","awn_chuwa_no,_lo_chuwa_ddeesn"
"ăn chưa no, lo chưa tới","ăn_chưa_no,_lo_chưa_tới","awn_chuwa_no,_lo_chuwa_towsi"
"ăn chưa no lo, chưa thấu","ăn_chưa_no_lo,_chưa_thấu","awn_chuwa_no_lo,_chuwa_thaasu"
"ăn chưa sạch, bạch chưa thông","ăn_chưa_sạch,_bạch_chưa_thông","awn_chuwa_sajch,_bajch_chuwa_thoong"
ăn chực,ăn_chực,awn_chuwjc
ăn chực đòi bánh chưng,ăn_chực_đòi_bánh_chưng,awn_chuwjc_ddofi_basnh_chuwng
ăn chực nằm chờ,ăn_chực_nằm_chờ,awn_chuwjc_nawfm_chowf
ăn cỏ,ăn_cỏ,awn_cor
ăn có,ăn_có,awn_cos
"ăn có chỗ, đỗ có nơi","ăn_có_chỗ,_đỗ_có_nơi","awn_cos_choox,_ddoox_cos_nowi"
"ăn có chừng, chơi có độ","ăn_có_chừng,_chơi_có_độ","awn_cos_chuwfng,_chowi_cos_ddooj"
"ăn có mời, làm có khiến","ăn_có_mời,_làm_có_khiến","awn_cos_mowfi,_lafm_cos_khieesn"
"ăn có nhai, nói có nghĩ","ăn_có_nhai,_nói_có_nghĩ","awn_cos_nhai,_nosi_cos_nghix"
"ăn có nơi, chơi có chốn","ăn_có_nơi,_chơi_có_chốn","awn_cos_nowi,_chowi_cos_choosn"
"ăn có sở, ở có nơi","ăn_có_sở,_ở_có_nơi","awn_cos_sowr,_owr_cos_nowi"
ăn cọ,ăn_cọ,awn_coj
"ăn coi nồi, ngồi coi hướng","ăn_coi_nồi,_ngồi_coi_hướng","awn_coi_noofi,_ngoofi_coi_huwowsng"
"ăn cổ đi trước, lội nước đi sau","ăn_cổ_đi_trước,_lội_nước_đi_sau","awn_coor_ddi_truwowsc,_looji_nuwowsc_ddi_sau"
ăn cỗ,ăn_cỗ,awn_coox
ăn cỗ có phần,ăn_cỗ_có_phần,awn_coox_cos_phaafn
"ăn cỗ đi trước, lội nước theo sau","ăn_cỗ_đi_trước,_lội_nước_theo_sau","awn_coox_ddi_truwowsc,_looji_nuwowsc_theo_sau"
ăn cỗ nắm phần,ăn_cỗ_nắm_phần,awn_coox_nawsm_phaafn
"ăn cơm chúa, múa tối ngày","ăn_cơm_chúa,_múa_tối_ngày","awn_cowm_chusa,_musa_toosi_ngafy"
ăn cơm hớt,ăn_cơm_hớt,awn_cowm_howst
ăn cơm không biết trở đầu đũa,ăn_cơm_không_biết_trở_đầu_đũa,awn_cowm_khoong_bieest_trowr_ddaafu_dduxa
"ăn cơm mới, nói chuyện cũ","ăn_cơm_mới,_nói_chuyện_cũ","awn_cowm_mowsi,_nosi_chuyeejn_cux"
"ăn cơm nguội, nằm nhà ngoài","ăn_cơm_nguội,_nằm_nhà_ngoài","awn_cowm_nguooji,_nawfm_nhaf_ngoafi"
"ăn cơm nhà, thổi tù và hàng tổng","ăn_cơm_nhà,_thổi_tù_và_hàng_tổng","awn_cowm_nhaf,_thoori_tuf_vaf_hafng_toorng"
"ăn cơm nhà, vác ngà voi","ăn_cơm_nhà,_vác_ngà_voi","awn_cowm_nhaf,_vasc_ngaf_voi"
"ăn cơm nhà, vác tù và hàng tỗng","ăn_cơm_nhà,_vác_tù_và_hàng_tỗng","awn_cowm_nhaf,_vasc_tuf_vaf_hafng_tooxng"
ăn cơm thiên hạ,ăn_cơm_thiên_hạ,awn_cowm_thieen_haj
